Wing_Span,Length,Height,Multi_Engine,TP_mods,Engine_Type,AUW,MEW,FW,Vmax,Vcruise,Vstall,Range,Hmax,Hmax_(One),ROC,ROC_(One),Vlo,Slo,Vl,Sl
35.833333333333336,28.666666666666668,8.916666666666666,1,0,0,3100.0,1809.0,616.4,160.0,156.0,50.0,845.0,18000.0,18000.0,1140.0,1140.0,1570.0,820.0,1320.0,600.0
32.666666666666664,27.58333333333333,7.75,1,1,0,3400.0,1726.0,335.0,144.0,137.0,51.0,834.0,14500.0,14500.0,850.0,850.0,1377.0,785.0,914.0,478.0
43.0,29.58333333333333,11.25,1,0,1,5092.0,3433.0,1139.0,260.0,225.0,69.0,1000.0,30000.0,30000.0,2419.867364351214,2419.867364351214,2438.0,1650.0,2110.0,1020.0
39.91666666666666,36.083333333333336,11.666666666666666,0,0,0,6300.0,4038.0,683.4,229.0,210.0,70.0,1180.0,26180.0,11320.0,1610.0,225.0,2220.0,1695.0,1765.0,777.0
42.41666666666666,24.166666666666668,11.5,1,0,0,5200.0,3325.0,428.8,100.0,100.0,49.99778930424695,190.0,14422.561281296865,14422.561281296865,246.22591464749456,246.22591464749456,1391.233408758964,1300.0,1058.262450643588,1312.497099907159
47.0,47.41666666666666,16.5,0,0,2,23300.0,11920.0,9100.0,443.0,385.0,77.0,1219.1142995135135,41000.0,25000.0,3100.0,1300.0,5000.0,3440.0,1990.0,1140.0
38.0,29.75,9.333333333333334,0,0,0,4400.0,2655.0,623.1,173.0,166.0,60.0,920.0,19500.0,6800.0,1200.0,300.0,1545.0,895.0,1650.0,700.0
35.833333333333336,27.0,12.166666666666666,1,0,0,2950.0,1955.0,408.7,137.0,123.0,48.0,804.0,16000.0,16000.0,990.0,990.0,2070.0,1280.0,1720.0,735.0
36.0,26.0,8.416666666666666,1,0,0,2650.0,1560.0,368.5,148.0,141.0,54.0,450.0,19800.0,19800.0,1030.0,1030.0,1080.0,620.0,1310.0,610.0
49.0,47.66666666666666,14.0,0,0,2,12500.0,7725.0,3930.0,491.579,356.0,86.0,1613.0,45000.0,23800.0,4120.0,1004.0,4542.093182355738,3360.0,2873.965381940938,2980.0
32.75,24.916666666666668,8.416666666666666,1,0,0,2550.0,1530.0,402.0,152.0,143.0,53.0,750.0,17000.0,17000.0,1000.0,1000.0,1460.0,880.0,1310.0,680.0
34.166666666666664,26.33333333333333,7.333333333333333,1,0,0,3325.0,2217.0,402.0,166.0,163.0,61.0,550.0,17000.0,17000.0,1085.0,1085.0,1420.0,980.0,1340.0,835.0
43.75,55.083333333333336,14.666666666666666,0,0,2,21500.0,12135.0,6707.0,455.0,417.0,74.3618659822049,1715.0,51000.0,28780.56729920092,4059.0,1000.0,5600.0,4289.5755384260665,3300.0,2303.308862132328
36.083333333333336,25.416666666666668,8.333333333333334,1,0,0,3200.0,2070.0,502.5,230.0,215.0,60.0,900.0,24000.0,24000.0,1800.0,1800.0,1200.0,800.0,1500.0,900.0
35.0,24.0,8.0,1,0,0,3000.0,1600.0,268.0,103.0,91.0,59.0,273.0,14000.0,14000.0,650.0,650.0,800.0,600.0,670.0,447.0
44.083333333333336,35.416666666666664,14.416666666666666,0,0,0,5500.0,3800.0,1005.0,183.0,171.0,52.0,1000.0,24000.0,8500.0,1700.0,400.0,1100.0,950.0,1050.0,900.0
33.166666666666664,24.08333333333333,8.5,1,0,0,1670.0,1141.0,174.20000000000002,110.0,107.0,43.0,315.0,14700.0,14700.0,715.0,715.0,1340.0,725.0,1200.0,475.0
45.91666666666666,39.833333333333336,15.083333333333334,0,0,1,10950.0,6647.0,3149.0,279.0,265.0,79.0,1235.0,30450.0,15300.0,2455.0,632.0,2808.0,2012.0,2275.0,1194.0
37.083333333333336,27.58333333333333,10.25,0,0,0,4800.0,2735.0,964.8,176.0,166.0,54.0,710.0,17200.0,6600.0,1450.0,220.0,1280.0,830.0,1360.0,950.0
70.0,73.25,22.75,0,0,2,38650.0,23350.0,14100.0,470.0,459.0,94.99522245655446,3100.0,45000.0,24522.105798100547,3583.783945392796,992.775265540206,6148.162571512843,4750.0,3643.899030733386,2610.0
36.0,29.0,9.333333333333334,1,0,0,3100.0,1970.0,616.4,150.0,145.0,49.0,930.0,18100.0,18100.0,924.0,924.0,1514.0,795.0,1350.0,590.0
37.333333333333336,31.166666666666668,10.083333333333334,0,0,0,5200.0,3323.0,917.9,225.9940441087913,215.0,55.0,565.0,24000.0,17000.0,1470.0,225.0,1980.0,1190.0,1585.0,951.0
46.25,42.16666666666666,16.833333333333332,0,0,1,13230.0,8150.0,4341.6,300.0,265.0,92.0,2025.0,27000.0,14000.0,2650.0,680.0,2920.0,2164.41009029526,3530.0,901.746421292506
33.166666666666664,22.75,6.333333333333333,1,0,0,2500.0,1500.0,268.0,156.12875393447092,148.0,30.0,478.0,20000.0,20000.0,1350.0,1350.0,600.0,125.0,600.0,128.79428461048556
